2015-06-01,5629.59059617,10597.5442349,14224.4160133,10341.7868946,1241.81082604,3128.6109589,8339.60821918,9704.68854802,2708.25737551,28027.8909192,732.860225182,9009.89131099,5979.00221249,3461.68713875,652.416438356,77.7095890411,1140.58082192,1674.66849315,91.1397260274,91.2575342466,151.136986301,62.0657534247,8.49589041096,3757.68767123,1.11780821918,162.619178082,83.3616438356,22.3205479452
2015-06-02,10366.1870531,10917.3478125,10039.312458,8266.02488452,951.182602036,3128.6109589,8339.60821918,7516.81810667,3095.1563288,22100.5082139,531.131903519,6844.04276752,2633.73461213,2830.05549518,652.416438356,77.7095890411,1140.58082192,1674.66849315,91.1397260274,91.2575342466,151.136986301,62.0657534247,8.49589041096,3757.68767123,1.11780821918,162.619178082,83.3616438356,22.3205479452
2015-06-03,5909.44441464,8672.14530328,13017.0255306,5962.6185268,986.541929733,3128.6109589,8339.60821918,5857.30367304,3368.33482004,23754.5620413,453.619509301,8209.03134633,3694.27050982,4475.54191872,652.416438356,77.7095890411,1140.58082192,1674.66849315,91.1397260274,91.2575342466,151.136986301,62.0657534247,8.49589041096,3757.68767123,1.11780821918,162.619178082,83.3616438356,22.3205479452
2015-06-04,8671.28086025,10641.4165566,12521.6148695,7192.84132067,1170.68194452,3128.6109589,8339.60821918,6354.99964735,2934.21278287,29071.8080368,735.385873839,8001.25693497,5273.32287418,4066.51965235,652.416438356,77.7095890411,1140.58082192,1674.66849315,91.1397260274,91.2575342466,151.136986301,62.0657534247,8.49589041096,3757.68767123,1.11780821918,162.619178082,83.3616438356,22.3205479452
2015-06-05,9488.69768365,12278.6766362,14115.7069431,7903.66501746,1278.66009451,3128.6109589,8339.60821918,7295.7181307,2966.53534024,29225.1019148,479.226624492,11701.5082058,3429.32092166,4310.64942983,652.416438356,77.7095890411,1140.58082192,1674.66849315,91.1397260274,91.2575342466,151.136986301,62.0657534247,8.49589041096,3757.68767123,1.11780821918,162.619178082,83.3616438356,22.3205479452
2015-06-06,11241.7265074,25313.2458752,20591.5894843,17160.0536666,2656.55109017,3128.6109589,8339.60821918,15470.4297835,4081.05856906,57594.30539,489.270378419,15590.6508392,4659.6087513,4601.9733227,652.416438356,77.7095890411,1140.58082192,1674.66849315,91.1397260274,91.2575342466,151.136986301,62.0657534247,8.49589041096,3757.68767123,1.11780821918,162.619178082,83.3616438356,22.3205479452
2015-06-07,10177.0361924,19442.8515563,17512.5882327,15114.0439408,2508.93479059,3128.6109589,8339.60821918,15674.989714,3506.83212967,53837.9194912,641.396952735,18218.9401112,7022.4352779,3919.79926662,652.416438356,77.7095890411,1140.58082192,1674.66849315,91.1397260274,91.2575342466,151.136986301,62.0657534247,8.49589041096,3757.68767123,1.11780821918,162.619178082,83.3616438356,22.3205479452
2015-06-08,8503.35493896,12423.4332537,11764.7146371,9054.17401436,1304.58377754,3128.6109589,8339.60821918,10234.4345075,3810.84910001,28560.622134,506.597245878,10598.4476394,4347.1827605,6364.51051442,652.416438356,77.7095890411,1140.58082192,1674.66849315,91.1397260274,91.2575342466,151.136986301,62.0657534247,8.49589041096,3757.68767123,1.11780821918,162.619178082,83.3616438356,22.3205479452
2015-06-09,7219.96533832,9829.10451206,13754.2326583,7189.14029258,1129.53942595,3128.6109589,8339.60821918,7307.11632905,3019.84594184,19832.2362231,569.489840221,7150.17970757,5388.16437701,3368.18461674,652.416438356,77.7095890411,1140.58082192,1674.66849315,91.1397260274,91.2575342466,151.136986301,62.0657534247,8.49589041096,3757.68767123,1.11780821918,162.619178082,83.3616438356,22.3205479452
2015-06-10,9431.04330331,10175.2340426,10318.9797392,6275.9233315,1166.5716382,3128.6109589,8339.60821918,6953.79205684,3049.39094235,29004.5671839,656.388792745,6639.6298587,3361.20038749,4256.9193318,652.416438356,77.7095890411,1140.58082192,1674.66849315,91.1397260274,91.2575342466,151.136986301,62.0657534247,8.49589041096,3757.68767123,1.11780821918,162.619178082,83.3616438356,22.3205479452
2015-06-11,6466.54427515,9060.30033975,12619.7279214,6906.83893642,1073.9744924,3128.6109589,8339.60821918,5558.79438673,3346.89543133,25398.9214707,397.343368616,8493.42888552,3983.93414747,3107.67222506,652.416438356,77.7095890411,1140.58082192,1674.66849315,91.1397260274,91.2575342466,151.136986301,62.0657534247,8.49589041096,3757.68767123,1.11780821918,162.619178082,83.3616438356,22.3205479452
2015-06-12,9266.50282112,13491.1200188,14147.9148691,8765.65803846,1340.25266466,3128.6109589,8339.60821918,7378.06636753,3721.22589088,23095.5922935,832.492566219,10641.1536184,5057.48982277,5871.50810075,652.416438356,77.7095890411,1140.58082192,1674.66849315,91.1397260274,91.2575342466,151.136986301,62.0657534247,8.49589041096,3757.68767123,1.11780821918,162.619178082,83.3616438356,22.3205479452
2015-06-13,10118.5930226,27972.3505756,20591.5894843,17375.1146713,2891.21109618,3128.6109589,8339.60821918,15783.9609049,3738.34572202,58566.6176396,696.631105211,16258.0202018,6766.3931081,6007.10974085,652.416438356,77.7095890411,1140.58082192,1674.66849315,91.1397260274,91.2575342466,151.136986301,62.0657534247,8.49589041096,3757.68767123,1.11780821918,162.619178082,83.3616438356,22.3205479452
2015-06-14,8595.81162784,24839.1096028,16600.0736787,15864.9065864,2176.55090134,3128.6109589,8339.60821918,13645.6016873,3316.75352772,54847.9355311,646.75242686,14083.3949867,8422.55524696,5692.00062493,652.416438356,77.7095890411,1140.58082192,1674.66849315,91.1397260274,91.2575342466,151.136986301,62.0657534247,8.49589041096,3757.68767123,1.11780821918,162.619178082,83.3616438356,22.3205479452
2015-06-15,8790.12225275,12423.4332537,13368.5314017,9871.49169831,1258.14371725,3128.6109589,8339.60821918,10123.3519662,3129.60644367,26900.9662078,506.276477518,9556.68686332,5136.91214493,5779.66634972,652.416438356,77.7095890411,1140.58082192,1674.66849315,91.1397260274,91.2575342466,151.136986301,62.0657534247,8.49589041096,3757.68767123,1.11780821918,162.619178082,83.3616438356,22.3205479452
2015-06-16,9691.04465161,12679.0633039,10388.6240226,6594.0406561,1009.20938642,3128.6109589,8339.60821918,7011.58584337,3221.58535431,20187.6962893,587.605228779,8337.21769072,5575.6408096,4905.89812567,652.416438356,77.7095890411,1140.58082192,1674.66849315,91.1397260274,91.2575342466,151.136986301,62.0657534247,8.49589041096,3757.68767123,1.11780821918,162.619178082,83.3616438356,22.3205479452
2015-06-17,8110.17686303,7828.63850463,11579.9192059,5550.81256028,1091.46730418,3128.6109589,8339.60821918,6251.0114257,3121.69087713,21354.5629717,507.394356379,6483.71042631,3123.33710916,4486.03935044,652.416438356,77.7095890411,1140.58082192,1674.66849315,91.1397260274,91.2575342466,151.136986301,62.0657534247,8.49589041096,3757.68767123,1.11780821918,162.619178082,83.3616438356,22.3205479452
2015-06-18,8114.00583295,9688.41822228,12562.7332325,6605.48336007,1069.53346994,3128.6109589,8339.60821918,5028.8276098,3307.10234066,23166.9636426,554.29258704,9991.55630588,4902.14582137,4771.09521096,652.416438356,77.7095890411,1140.58082192,1674.66849315,91.1397260274,91.2575342466,151.136986301,62.0657534247,8.49589041096,3757.68767123,1.11780821918,162.619178082,83.3616438356,22.3205479452
2015-06-19,10516.8603915,13817.551508,12987.0911162,7446.17123733,1372.80778772,3128.6109589,8339.60821918,7818.19723741,4436.3804594,27223.6923136,393.74872359,9674.85146803,6007.18416342,5525.46639074,652.416438356,77.7095890411,1140.58082192,1674.66849315,91.1397260274,91.2575342466,151.136986301,62.0657534247,8.49589041096,3757.68767123,1.11780821918,162.619178082,83.3616438356,22.3205479452
