0,1.83618921
1,4.0883188275
2,1.7182587
3,4.4937513045
4,1.81175718
5,1.99923309
6,5.8057326225
7,1.53267534
8,1.2403782
9,1.48353693
10,1.75773441
11,1.56894534
12,1.31753007
13,1.77394245
14,1.59504486
15,1.416855
16,1.37593314
17,0.8839464
18,1.47667725
19,1.70561907
20,1.57132986
21,1.99927959
22,1.38465375
23,2.43126831
24,2.03518596
25,0.87030051
26,1.91180379
27,1.63647171
28,1.3673232
29,1.28847129
30,1.90710078
31,3.3024858
32,1.62622404
33,2.03066616
34,4.96656177
35,10.827088954
36,3.5852182
37,7.6133601685
38,4.40319009
39,4.5054346
40,12.166488687
41,2.69118781
42,2.448126265
43,3.187280345
44,2.736807875
45,2.835337035
46,2.586276525
47,2.78687396
48,2.371169385
49,2.36371311
50,1.45308625
51,1.94449298
52,2.04374971
53,3.53986582
54,2.885836965
55,1.80881931
56,2.878533365
57,4.03262663
58,2.77671185
59,4.43500415
60,3.103498505
61,3.218642735
62,3.119252085
63,2.96278346
64,3.365460285
65,4.79474985
66,2.027277395
67,2.38872701
68,3.12698271
69,2.27457168
70,5.9850770775
71,2.04038094
72,5.2752028695
73,2.35762812
74,2.48430342
75,8.3170405455
76,1.5714303
77,1.40341371
78,1.56975351
79,1.45538955
80,1.59066084
81,1.44766032
82,1.26801501
83,1.34337105
84,1.87142319
85,0.76309662
86,0.28809946875
87,0.98174055
88,1.60014126
89,1.82268747
90,1.43107842
91,1.91117139
92,1.27300167
93,2.48685813
94,1.39625829
95,1.69546533
96,1.61619306
97,2.71853508
98,1.85841993
99,1.46252916
100,1.73554089
101,1.68848568
102,2.93217375
103,6.7203433545
104,2.85569613
105,6.928011378
106,2.61205194
107,3.12746724
108,8.9177466105
109,1.92159483
110,1.60354041
111,1.9060257
112,1.84572171
113,1.80606279
114,1.24884957
115,2.04231534
116,1.64202939
117,1.5692541
118,0.98192469
119,0.97317029
120,1.21428147
121,1.92875769
122,1.83866301
123,1.55474517
124,1.73505264
125,2.36973114
126,1.67984877
127,1.4233557
128,1.81947618
129,2.15656863
130,1.928448
131,2.01566991
132,2.24302887
133,2.62091484
134,2.02713867
135,1.78119924
136,3.17560962
137,7.1170658235
138,2.59361841
139,5.560959366
140,2.1962787
141,2.75466093
142,7.9672349025
143,1.87241178
144,1.63340829
145,1.57654065
146,1.817871
147,2.20908945
148,1.51604229
149,1.78352517
150,1.90981731
151,1.66731423
152,1.42505574
153,1.97885958
154,1.72066833
155,2.90932086
156,2.38436469
157,2.00546409
158,2.22206202
159,2.67497109
160,2.30845623
161,2.67813588
162,2.35615872
163,1.99601622
164,2.16344412
165,1.23798345
166,2.19716034
167,2.34306153
168,2.0707566
169,1.11844311
170,2.18675085
171,3.905163
172,9.6914421615
173,4.17817938
174,12.3461251155
175,4.77991263
176,3.7520478
177,10.362584427
178,2.77514232
179,2.54028756
180,3.42934803
181,2.50667457
182,2.73036561
183,3.24080727
184,3.08899779
185,2.76504066
186,1.84276152
187,2.09762988
188,1.15533249
189,2.36022561
190,2.64881019
191,2.52079755
192,2.51447727
193,3.59053377
194,3.3277818
195,2.94804513
196,3.12890037
197,3.88043523
198,3.0490608
199,2.15359728
200,3.18558666
201,3.24400833
202,3.10676916
203,1.28644203
204,3.38788491
205,2.65964004
206,6.8803298595
207,1.69382016
208,4.822826829
209,2.29022358
210,2.21306241
211,8.0421982965
212,1.32104361
213,1.17716052
214,0.98604087
215,1.40242047
216,1.5743877
217,0.88939341
218,2.3393499
219,1.11602883
220,1.20683124
221,0.85253937
222,1.31203377
223,0.83548317
224,2.30497338
225,1.21470927
226,1.34026206
227,1.72989486
228,1.50818565
229,0.8497782
230,1.62622497
231,1.61251119
232,1.24778472
233,1.75965486
234,1.47056622
235,1.74373512
236,1.32105849
237,0.7715710125
238,1.40329653
239,2.78013921
240,6.42348170475
241,1.68808795
242,4.10545310875
243,1.743956615
244,2.26602374
245,6.13735373525
246,1.08168827
247,1.0381404
248,0.91323334
249,1.276127555
250,1.28372922
251,1.18447559
252,1.488276675
253,0.98358846
254,1.571405965
255,1.07226892
256,0.810516545
257,1.343300835
258,1.926948375
259,1.306073865
260,1.085174685
261,2.34933531
262,1.6101369
263,1.93673678
264,1.743175105
265,1.40565253
266,1.314158355
267,1.388292375
268,1.61713174
269,1.8459353
270,1.36539221
271,1.23828291
272,1.43394902
273,4.439727
274,10.0160814
275,2.824968
276,7.8618945
277,2.594607
278,3.784635
279,10.34345535
280,1.613178
281,1.518969
282,1.77537
283,1.546311
284,2.942241
285,1.638753
286,1.024302
287,1.591044
288,1.693344
289,0.81933
290,0.819423
291,1.524084
292,2.089431
293,2.287428
294,0.3278064
295,2.06088
296,4.030527
297,1.883436
298,1.697343
299,2.006568
300,1.956906
301,1.631406
302,1.229088
303,1.796574
304,2.992926
305,2.022843
306,1.024209
307,1.74654
308,5.539917
309,13.95558465
310,3.703353
311,8.42905035
312,4.267491
313,4.131339
314,12.9167793
315,2.347041
316,1.559703
317,2.048418
318,2.031213
319,3.472992
320,1.918032
321,1.638753
322,1.992339
323,2.370291
324,1.229088
325,1.331481
326,1.719105
327,2.897043
328,2.177781
329,1.9665408
330,2.669286
331,4.489854
332,2.298774
333,2.11668
334,2.616555
335,2.593212
336,2.382195
337,3.379899
338,2.422929
339,3.904047
340,1.997268
341,1.229088
342,2.245485
343,2.02385236
344,5.337997136
345,1.52920117
346,3.181439511
347,1.49629095
348,1.73926833
349,4.5029810895
350,1.12537068
351,0.90776742
352,1.41734418
353,1.01989411
354,1.5662316
355,0.86272876
356,1.6388832
357,1.09141173
358,1.27539828
359,0.65914556
360,0.44934469
361,0.8507423
362,1.62545958
363,1.27980028
364,1.08996062
365,1.58672384
366,1.17024783
367,1.76015396
368,1.15144106
369,1.30481759
370,1.14728985
371,0.76922966
372,1.44667483
373,1.44820313
374,1.32470409
375,1.2897426
376,4.07242164
377,11.3547007545
378,2.4433332
379,5.6314383465
380,2.59159194
381,3.05047626
382,9.0776154705
383,2.27382675
384,1.61680686
385,1.56287523
386,2.40661401
387,2.75978802
388,2.20669749
389,2.568753
390,2.06476647
391,1.97322471
392,1.44145536
393,1.00173927
394,1.72961121
395,2.47758324
396,2.03699202
397,1.58888454
398,4.0322196
399,2.04481053
400,3.28161567
401,2.53321026
402,2.36166618
403,2.03679486
404,1.91018373
405,2.42691312
406,4.55275734
407,2.06881197
408,1.28593290667
409,2.23303695
410,3.16049712
411,8.8236648345
412,1.93152072
413,5.0447384535
414,1.8118632
415,2.45271318
416,7.327071774
417,2.02945344
418,1.49764131
419,1.57014969
420,2.20059762
421,1.75784787
422,1.25722329
423,1.23731943
424,1.4574123
425,1.97248443
426,1.21425078
427,1.88559825
